entry_time,direction,pnl,classification,candidate_entry_time,candidate_direction,candidate_pnl,source_exit_time,candidate_exit_time,source_entry_price,candidate_entry_price,source_exit_price,candidate_exit_price,source_exit_reason,candidate_exit_reason,entry_bar_delta,note
2024-04-03T23:30:00,long,-129.0,near_match_entry_shift,2024-04-03T23:15:00,long,-51.0,2024-04-04T04:15:00,2024-04-04T04:15:00,18409.25,18370.25,18344.75,18344.75,long_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2024-04-26T03:00:00,long,306.5,near_match_entry_shift,2024-04-26T02:45:00,long,374.5,2024-04-26T18:15:00,2024-04-26T18:15:00,17568.5,17534.5,17721.75,17721.75,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2024-05-24T03:15:00,short,-29.5,near_match_entry_shift,2024-05-24T03:00:00,short,-5.5,2024-05-24T09:45:00,2024-05-24T09:45:00,18704.5,18716.5,18719.25,18719.25,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2024-05-30T20:00:00,long,-42.0,near_match_entry_shift,2024-05-30T19:45:00,long,-30.5,2024-05-30T22:45:00,2024-05-30T22:45:00,18756.0,18750.25,18735.0,18735.0,long_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2024-07-15T20:15:00,long,-28.5,no_near_match,,,,2024-07-15T20:45:00,,20640.25,,20626.0,,long_atr_stop,,,no_same_side_trade_within_5_bars
2024-08-02T01:45:00,short,2367.5,near_match_price_diff,2024-08-02T00:45:00,short,2473.0,2024-08-05T17:15:00,2024-08-05T17:15:00,19107.5,19160.25,17923.75,17923.75,short_exit_opposite_10,opposite_10,-4,same_side_trade_within_5_bars_but_price_diff
2024-08-26T23:45:00,short,-130.0,near_match_entry_shift,2024-08-26T23:30:00,short,70.5,2024-08-27T00:15:00,2024-08-27T09:30:00,19544.25,19617.0,19609.25,19581.75,short_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2024-08-28T00:00:00,long,-131.5,near_match_entry_shift,2024-08-27T23:45:00,long,-81.0,2024-08-28T00:45:00,2024-08-28T07:15:00,19669.0,19651.0,19603.25,19610.5,long_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2024-10-01T23:15:00,short,-107.5,near_match_entry_shift,2024-10-01T23:00:00,short,82.5,2024-10-02T03:00:00,2024-10-02T03:00:00,19945.0,20040.0,19998.75,19998.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2024-10-21T20:00:00,short,-81.5,no_near_match,,,,2024-10-21T22:15:00,,20371.75,,20412.5,,short_atr_stop,,,no_same_side_trade_within_5_bars
2024-10-24T00:30:00,short,100.5,near_match_entry_shift,2024-10-24T00:15:00,short,154.5,2024-10-24T05:15:00,2024-10-24T05:15:00,20310.0,20337.0,20259.75,20259.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2024-10-31T09:00:00,short,169.5,no_near_match,,,,2024-10-31T20:00:00,,20425.75,,20341.0,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2024-10-31T23:00:00,short,141.5,near_match_entry_shift,2024-10-31T22:45:00,short,329.0,2024-11-01T12:15:00,2024-11-01T12:15:00,20166.25,20260.0,20095.5,20095.5,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
