datetime,open,high,low,close,side,research_entry_time,research_exit_time,research_entry_price,research_exit_price,research_exit_reason,paper_entry_time,paper_exit_time,paper_entry_price,paper_exit_price,paper_exit_reason,research_atr_at_entry_if_available,paper_atr_at_entry,research_stop_price_if_available,paper_initial_stop_price,paper_stop_touched,paper_opposite_10_touched,rolling_low_10,rolling_high_10,atr20,note
2026-02-03T18:45:00,25968.5,25978.5,25959.0,25969.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25958.0,26027.75,23.825,
2026-02-03T19:00:00,25969.75,25993.5,25966.75,25978.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25958.0,26027.75,24.1,
2026-02-03T19:15:00,25978.5,25986.5,25967.5,25972.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25958.0,26027.75,23.725,
2026-02-03T19:30:00,25970.5,25970.5,25944.5,25951.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25958.0,26024.0,23.575,
2026-02-03T19:45:00,25951.5,25964.25,25947.5,25956.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25944.5,26024.0,24.125,
2026-02-03T20:00:00,25955.75,25966.0,25940.0,25955.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25944.5,26010.75,23.9625,
2026-02-03T20:15:00,25953.75,25964.25,25941.75,25946.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25940.0,26010.75,24.0875,
2026-02-03T20:30:00,25945.75,25956.75,25935.0,25952.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25940.0,26010.75,24.3125,
2026-02-03T20:45:00,25953.25,25964.0,25942.25,25945.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25935.0,25993.5,24.0625,
2026-02-03T21:00:00,25945.0,25969.0,25922.75,25968.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25935.0,25993.5,24.375,
2026-02-03T21:15:00,25968.5,25989.0,25959.0,25986.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,25993.5,25.7875,
2026-02-03T21:30:00,25985.75,25995.5,25981.5,25984.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,25993.5,26.05,
2026-02-03T21:45:00,25985.0,25997.25,25978.0,25981.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,25995.5,25.3,
2026-02-03T22:00:00,25982.0,26003.5,25976.25,25989.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,25997.25,25.225,
2026-02-03T22:15:00,25989.25,25998.75,25973.5,25991.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,24.95,
2026-02-03T22:30:00,25991.5,25999.5,25971.25,25975.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,25.15,
2026-02-03T22:45:00,25975.5,25983.0,25961.5,25967.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,25.3375,
2026-02-03T23:00:00,25967.5,25978.0,25953.25,25956.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,25.025,
2026-02-03T23:15:00,25956.5,25957.25,25926.75,25934.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,24.4625,
2026-02-03T23:30:00,25934.5,25952.5,25721.75,25752.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25922.75,26003.5,24.4875,
2026-02-03T23:45:00,25752.25,25811.5,25623.0,25631.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,True,False,25721.75,26003.5,34.975,entry_bar;paper_stop_touched
2026-02-04T00:00:00,25632.0,25647.25,25529.75,25554.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,False,False,25623.0,26003.5,43.425,paper_exit_bar
2026-02-04T00:15:00,25554.0,25604.75,25470.25,25547.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25529.75,26003.5,47.9625,
2026-02-04T00:30:00,25546.5,25563.75,25481.25,25524.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,26003.5,53.7375,
2026-02-04T00:45:00,25523.75,25631.75,25496.25,25617.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,25999.5,56.475,
2026-02-04T01:00:00,25617.25,25620.0,25535.0,25552.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,25999.5,62.4125,
2026-02-04T01:15:00,25552.25,25575.0,25493.5,25496.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,25983.0,65.3625,
2026-02-04T01:30:00,25496.75,25534.25,25478.5,25503.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,25978.0,68.3125,
2026-02-04T01:45:00,25504.25,25527.0,25465.75,25491.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25470.25,25957.25,70.0125,
2026-02-04T02:00:00,25491.5,25502.25,25401.0,25419.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25465.75,25952.5,71.9875,
2026-02-04T02:15:00,25420.0,25466.0,25407.25,25415.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25401.0,25811.5,74.7375,
2026-02-04T02:30:00,25415.25,25422.25,25344.5,25359.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25401.0,25647.25,76.175,
2026-02-04T02:45:00,25358.25,25428.0,25353.5,25387.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25344.5,25631.75,79.3625,
2026-02-04T03:00:00,25387.0,25424.0,25326.25,25333.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25344.5,25631.75,82.125,
2026-02-04T03:15:00,25333.75,25367.25,25311.75,25331.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25326.25,25631.75,85.65,
2026-02-04T03:30:00,25331.0,25331.5,25282.5,25290.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25311.75,25620.0,87.1625,
2026-02-04T03:45:00,25290.0,25296.5,25246.0,25246.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25282.5,25575.0,88.2,
2026-02-04T04:00:00,25246.0,25326.0,25218.0,25323.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25246.0,25534.25,89.65,
2026-02-04T04:15:00,25323.25,25359.25,25278.5,25295.25,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25218.0,25527.0,93.8125,
2026-02-04T04:30:00,25294.75,25324.25,25260.5,25269.0,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25218.0,25502.25,96.325,
2026-02-04T04:45:00,25268.75,25329.5,25234.25,25316.75,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25218.0,25466.0,87.975,
2026-02-04T05:00:00,25316.25,25327.0,25269.5,25309.5,short,2026-02-03T23:45:00,2026-02-04T06:00:00,25752.25,25445.5,opposite_10,2026-02-03T23:45:00,2026-02-04T00:00:00,25752.25,25632.0,short_atr_stop,34.975,24.4875,25822.2,25801.225,,,25218.0,25428.0,83.3125,
