datetime,open,high,low,close,side,research_entry_time,research_exit_time,research_entry_price,research_exit_price,research_exit_reason,paper_entry_time,paper_exit_time,paper_entry_price,paper_exit_price,paper_exit_reason,research_atr_at_entry_if_available,paper_atr_at_entry,research_stop_price_if_available,paper_initial_stop_price,paper_stop_touched,paper_opposite_10_touched,rolling_low_10,rolling_high_10,atr20,note
2026-04-13T17:30:00,25118.0,25124.0,25089.0,25103.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25077.75,25134.0,21.025,
2026-04-13T17:45:00,25103.25,25110.75,25096.25,25098.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25087.75,25134.0,21.875,
2026-04-13T18:00:00,25098.25,25127.0,25098.0,25110.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25088.25,25134.0,21.9625,
2026-04-13T18:15:00,25110.5,25129.75,25107.0,25122.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25088.25,25134.0,22.3125,
2026-04-13T18:30:00,25122.0,25133.75,25115.0,25118.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25088.25,25134.0,22.5375,
2026-04-13T18:45:00,25118.75,25122.25,25107.75,25116.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25088.25,25134.0,22.825,
2026-04-13T19:00:00,25116.5,25125.25,25112.5,25120.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25089.0,25134.0,21.8875,
2026-04-13T19:15:00,25120.0,25120.0,25109.25,25118.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25089.0,25134.0,21.6,
2026-04-13T19:30:00,25119.25,25126.0,25111.5,25119.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25089.0,25134.0,20.5875,
2026-04-13T19:45:00,25118.75,25158.0,25114.75,25156.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25089.0,25133.75,20.5125,
2026-04-13T20:00:00,25156.25,25195.25,25155.5,25162.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25089.0,25158.0,21.9125,
2026-04-13T20:15:00,25163.0,25163.5,25134.5,25138.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25096.25,25195.25,23.125,
2026-04-13T20:30:00,25138.0,25142.5,25104.0,25123.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25098.0,25195.25,22.9625,
2026-04-13T20:45:00,25123.25,25129.0,25084.75,25090.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25104.0,25195.25,24.0625,
2026-04-13T21:00:00,25090.0,25118.5,25073.25,25116.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25084.75,25195.25,25.4625,
2026-04-13T21:15:00,25116.75,25128.25,25112.0,25124.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25195.25,26.7625,
2026-04-13T21:30:00,25124.75,25152.0,25120.5,25148.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25195.25,25.9125,
2026-04-13T21:45:00,25148.5,25180.0,25147.0,25168.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25195.25,26.625,
2026-04-13T22:00:00,25167.75,25181.25,25156.75,25179.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25195.25,27.3125,
2026-04-13T22:15:00,25178.75,25218.0,25167.0,25215.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25195.25,26.825,
2026-04-13T22:30:00,25215.5,25239.25,25174.5,25181.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,False,False,25073.25,25218.0,28.45,entry_bar
2026-04-13T22:45:00,25182.5,25311.25,25160.0,25307.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,True,False,25073.25,25239.25,29.9375,paper_stop_touched
2026-04-13T23:00:00,25306.75,25333.0,25276.0,25282.25,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,False,False,25073.25,25311.25,36.775,paper_exit_bar
2026-04-13T23:15:00,25282.0,25300.0,25245.0,25296.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25333.0,38.175,
2026-04-13T23:30:00,25296.25,25319.25,25274.25,25316.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25073.25,25333.0,39.7875,
2026-04-13T23:45:00,25316.25,25358.75,25292.75,25351.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25112.0,25333.0,41.1,
2026-04-14T00:00:00,25351.5,25353.0,25306.0,25331.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25120.5,25358.75,43.675,
2026-04-14T00:15:00,25331.5,25340.5,25310.5,25312.0,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25147.0,25358.75,45.3875,
2026-04-14T00:30:00,25312.25,25355.0,25298.5,25320.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25156.75,25358.75,46.3375,
2026-04-14T00:45:00,25320.5,25328.0,25294.75,25309.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25160.0,25358.75,48.4375,
2026-04-14T01:00:00,25309.5,25345.0,25282.25,25314.5,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25160.0,25358.75,47.9375,
2026-04-14T01:15:00,25315.0,25396.5,25305.25,25384.75,long,2026-04-13T22:30:00,2026-04-15T14:30:00,25215.5,25987.25,opposite_10,2026-04-13T22:30:00,2026-04-13T23:00:00,25215.5,25306.75,long_atr_stop,28.45,26.825,25158.6,25161.85,,,25160.0,25358.75,49.0875,
